Round,Total Quantity,Price,Firm 1 Quantity,Firm 2 Quantity,Firm 3 Quantity,Firm 4 Quantity,Firm 5 Quantity,Firm 1 Profit,Firm 2 Profit,Firm 3 Profit,Firm 4 Profit,Firm 5 Profit
73.0,9.340200598372482,28.400530643573592,2.604871970999089,41.082160051613435,17.738839416926773,99.16660268148536,301.6667946370293,2724.2263697941644,8283.491738801837,759.754658221145,11982.301939019504,5173.830433316021
74.0,4.553010781020523,43.643851671539,28.40139354100125,15.46621654641758,41.411559526267766,133.47603206624612,233.04793586750776,1015.5396566891372,9734.67102864445,6334.872205081096,3449.707676358336,9236.762873388452
75.0,14.277005044619012,45.949908379131784,10.858850391260244,4.682571671661146,20.642962808679435,96.41129829535163,307.17740340929674,4242.803287621309,13655.274459005472,3227.0049632847454,1391.5544906621894,6134.622086158038
76.0,39.07312067156206,30.753952334838996,44.27754646666158,27.70568126971976,11.940769877749851,153.75107062053223,192.49785875893554,7130.7608575895765,5612.530449482483,8080.55742126501,5056.227507181403,2179.1649346225445
77.0,31.503303868177998,18.11148802300266,29.646891284255208,18.7207935108468,21.24760641088916,119.23008309717183,261.5398338056564,7924.335819330585,4555.760687279225,7457.374106495918,4709.025288428415,5344.6193853630575
78.0,36.883370578140614,32.53448836745245,49.82466910081487,40.79577853285685,5.94747090767704,165.9857774869418,168.0284450261164,5828.621699785574,5141.3746064287825,7873.714981942564,6446.893445177188,939.8695793782678
79.0,43.74742765432772,27.129166228345998,8.639260223473952,35.44583853192543,49.38977457927616,164.35146721734927,171.29706556530147,7056.331706673381,4375.854903865486,1393.487322701379,5717.309741701066,7966.425708568966
80.0,33.39879102894862,25.38457022910776,37.46258956694511,31.765003423507366,38.6259195605074,166.63687380901627,166.72625238196747,5234.4673520555925,3978.4285603349203,5871.371267351101,4978.409943466676,6053.695617525656
81.0,7.604291462415062,21.661557755746994,17.94351964233746,31.692697693987142,29.410728949684184,108.31279550417084,283.37440899165836,2078.8186843380313,5921.715549316008,4905.299077454216,8663.972501445029,8040.140644633771
82.0,48.85790386264651,25.83014232057785,24.8647321177388,14.023925938730898,47.2426463159492,160.81935055564327,178.36129888871346,8225.780155295057,4348.796311572814,4186.258595862415,2361.086386563854,7953.833296693301
83.0,16.64324326048661,21.41185470237973,40.93935884440461,37.984342251897075,16.486024358050443,133.46482341721847,233.07035316556306,3712.614151937126,4776.349990389569,9132.357235793055,8473.1806408923,3677.543275846387
84.0,34.96718328673134,42.79407020522862,36.133120373434735,41.356687887229754,19.80532318028798,175.05638493291244,149.88723013417513,4891.46241557487,5986.343947176863,5054.562125144516,5785.272516068161,2770.511801602658
85.0,26.71263651525491,19.56661138596018,14.402302219172988,4.885092138717826,41.484603078563154,107.05124533766906,285.8975093246619,7369.949882053846,5398.379347309984,3973.559310810878,1347.7847538937338,11445.498664697776
86.0,39.29119915406592,42.63704062928071,18.0654283606659,34.11882376892941,2.4105130507290005,136.52300496367096,226.9539900726581,8524.38243121405,9250.276089412488,3919.3667652182257,7402.214953255081,522.9704244778723
87.0,24.31107878625038,4.234320297045765,18.01177440592693,44.90756297179225,12.313576973230527,103.77831343424585,292.44337313150834,6866.503096854413,1195.9557076168162,5087.306319293772,12683.843564868626,3477.888215633699
88.0,21.567631687012682,27.041263203367063,22.450411937810504,35.05011510923791,40.13194966005679,146.24137159748494,207.51725680503012,4259.979446599989,5341.116128471863,4434.343780099231,6923.002587077211,7926.7526070919785
89.0,43.42667707413066,2.2131964618093654,12.927409023976995,6.542612497458656,7.882795300997915,72.99269035837358,354.01461928325284,14939.411780393824,761.371938208391,4447.217693702333,2250.7543474310914,2711.7968243606124
90.0,11.435245140688492,37.480094618891734,22.348341203600363,45.83636325527057,26.316269136061596,143.41631335451277,213.16737329097447,2323.2687181720607,7614.732374417421,4540.453779745941,9312.453523784261,5346.607275191976
91.0,19.650933930738024,18.87527985627001,25.517172910791164,1.1381561575907049,6.185299942347363,71.36684279773726,357.2663144045255,6824.107400734228,6554.748869040867,8861.254590753446,395.2432940633404,2147.946314465493
92.0,8.40731025230216,27.29215957103027,22.391737454698273,4.954043838441675,43.49093471603587,106.53618583250825,286.9276283349835,2328.2164888464295,7557.953022145333,6200.890747629213,1371.9116108471912,12043.841404983414
93.0,1.1207238994297637,15.666524836618928,40.9938333358367,25.960607081634723,39.26106752216246,123.00275667568258,253.99448664863485,273.45045251622145,3822.5456850789233,10002.26932053717,6334.244997970378,9579.484015347422
94.0,41.50137231975661,23.627650255184285,18.048798122252464,16.540861046592028,31.89220822699881,131.6108899707842,236.7782200584316,9411.607344656668,5358.236469033839,4093.074312358376,3751.107026379986,7232.458215451659
95.0,33.46152684497693,30.31220007603594,33.75675070214838,33.55379983293072,11.176301608772505,142.2605790648645,215.47884187027103,6875.635783316844,6228.515766163806,6936.298039580907,6894.595930017498,2296.493510963421
96.0,46.29594705166821,28.147301824475743,7.436215830186691,2.398389665660365,15.260723102197996,99.53857747418901,300.92284505162195,13468.548630630565,8188.693127303192,2163.3650657358207,697.7463450763217,4439.692982436455
97.0,13.300178421162267,9.988232668429738,30.86400426069931,39.733168998064855,30.89405350294981,124.77963785130598,250.44072429738804,3197.9045328687466,2401.5778972480794,7420.963539160213,9553.471932525237,7428.188600731511
98.0,44.544033297159295,25.1942457027825,42.99226869818274,49.52963695242125,24.271031942714963,186.53121659326075,126.9375668134785,5208.870869828375,2946.1537901843217,5027.411293356764,5791.8752303710935,2838.195419433302
99.0,5.4035785929499545,35.05990929588732,20.599248506173495,6.7410285146815845,29.53795811948685,97.3417230291792,305.3165539416416,1595.766209022805,10353.77159476797,6083.299082630664,1990.737310978108,8723.048002319389
100.0,6.3602782124891855,3.642622146172431,46.936622299763705,14.272463100352091,4.55004466142491,75.76203042020232,348.4759391595953,2152.8011412885894,1232.9399519292542,15886.917313891727,4830.885352012344,1540.0806399938995
